Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"McKenney, K; Shanahan, H; Dowd, B; Elkbuli, A",,,,"McKenney, Kelly; Shanahan, Hunter; Dowd, Brianna; Elkbuli, Adel",,,The burden of medical documentation: The need for a simplifying strategy,INTERNATIONAL JOURNAL OF SURGERY,,,,,,,,,,,,,,,,,"Elkbuli, Adel/AAK-7374-2021","Elkbuli, Adel/0000-0001-7730-617X",,,,,,,,,,,,,1743-9191,1743-9159,,,,NOV,2019,71,,,,,,45,46,,10.1016/j.ijsu.2019.09.004,http://dx.doi.org/10.1016/j.ijsu.2019.09.004,,,,,,,,31526894,,,,,WOS:000495693600010,View Full Record in Web of Science
J,"Luh, JY; Thompson, RF; Lin, S",,,,"Luh, Join Y.; Thompson, Reid F.; Lin, Steven",,,Clinical Documentation and Patient Care Using Artificial Intelligence in Radiation Oncology,JOURNAL OF THE AMERICAN COLLEGE OF RADIOLOGY,,,,,,,,,,,,,,,,,,"Lin, Steven/0000-0001-8108-053X",,,,,,,,,,,,,1546-1440,,,,,SEP,2019,16,9,B,,SI,,1343,1346,,10.1016/j.jacr.2019.05.044,http://dx.doi.org/10.1016/j.jacr.2019.05.044,,,,,,,,31238022,,,,,WOS:000486132100017,View Full Record in Web of Science
J,"Hardiker, NR; Dowding, D; Dykes, PC; Sermeus, W",,,,"Hardiker, Nicholas R.; Dowding, Dawn; Dykes, Patricia C.; Sermeus, Walter",,,Reinterpreting the nursing record for an electronic context,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,,,,,,,,,,,,,,,,,"Hardiker, Nick/AIB-0430-2022; Sermeus, Walter/J-4290-2017","Sermeus, Walter/0000-0002-5915-1845; Dowding, Dawn/0000-0001-5672-8605",,,,,,,,,,,,,1386-5056,1872-8243,,,,JUL,2019,127,,,,,,120,126,,10.1016/j.ijmedinf.2019.04.021,http://dx.doi.org/10.1016/j.ijmedinf.2019.04.021,,,,,,,,31128823,,,,,WOS:000468596800015,View Full Record in Web of Science
J,"Warner, JL; Smith, J; Wright, A",,,,"Warner, Jeremy L.; Smith, Jeffery; Wright, Adam",,,It's Time to Wikify Clinical Documentation: How Collaborative Authorship Can Reduce the Burden and Improve the Quality of the Electronic Health Record,ACADEMIC MEDICINE,,,,,,,,,,,,,,,,,"Wright, Adam/B-9031-2009",,,,,,,,,,,,,,1040-2446,1938-808X,,,,MAY,2019,94,5,,,,,645,650,,10.1097/ACM.0000000000002613,http://dx.doi.org/10.1097/ACM.0000000000002613,,,,,,,,30681451,,,,,WOS:000480715200029,View Full Record in Web of Science
J,"Gluckman, TJ; Vavricek, JJ",,,,"Gluckman, Ty J.; Vavricek, James J.",,,Streamlining Evaluation and Management Payment to Reduce Clinician Burden,CIRCULATION-CARDIOVASCULAR QUALITY AND OUTCOMES,,,,,,,,,,,,,,,,,"Gluckman, Ty/AAU-2990-2021",,,,,,,,,,,,,,1941-7705,1941-7713,,,,APR,2019,12,4,,,,,,,e005426,10.1161/CIRCOUTCOMES.118.005426,http://dx.doi.org/10.1161/CIRCOUTCOMES.118.005426,,,,,,,,31001996,,,,,WOS:000469335100006,View Full Record in Web of Science
J,"Kumar, A; Chi, J",,,,"Kumar, Andre; Chi, Jeffrey",,,CMS Billing Guidelines and Student Documentation: a New Era or New Burden?,JOURNAL OF GENERAL INTERNAL MEDICINE,,,,,,,,,,,,,,,,,"Kumar, Andre/HZJ-6586-2023","Kumar, Andre/0000-0002-4631-3307",,,,,,,,,,,,,0884-8734,1525-1497,,,,APR,2019,34,4,,,,,634,635,,10.1007/s11606-019-04853-7,http://dx.doi.org/10.1007/s11606-019-04853-7,,,,,,,,30756301,,,,,WOS:000463219100035,View Full Record in Web of Science
J,"Colicchio, TK; Cimino, JJ",,,,"Colicchio, Tiago K.; Cimino, James J.",,,Clinicians' reasoning as reflected in electronic clinical note-entry and reading/retrieval: a systematic review and qualitative synthesis,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067-5027,1527-974X,,,,FEB,2019,26,2,,,,,172,184,,10.1093/jamia/ocy155,http://dx.doi.org/10.1093/jamia/ocy155,,,,,,,,30576561,,,,,WOS:000460629800012,View Full Record in Web of Science
J,"Padden, J",,,,"Padden, Joni",,,Documentation Burden and Cognitive Burden How Much is Too Much Information?,CIN-COMPUTERS INFORMATICS NURSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538-2931,1538-9774,,,,FEB,2019,37,2,,,,,60,61,,10.1097/CIN.0000000000000522,http://dx.doi.org/10.1097/CIN.0000000000000522,,,,,,,,30730402,,,,,WOS:000458332100002,View Full Record in Web of Science
C,"Gesner, E; Gazarian, P; Dykes, P",,"OhnoMachado, L; Seroussi, B",,"Gesner, Emily; Gazarian, Priscilla; Dykes, Patricia",,,The Burden and Burnout in Documenting Patient Care: An Integrative Literature Review,MEDINFO 2019: HEALTH AND WELLBEING E-NETWORKS FOR ALL,Studies in Health Technology and Informatics,,,,17th World Congress of Medical and Health Informatics (MEDINFO),"AUG 25-30, 2019","Int Med Informat Assoc, Lyon, FRANCE",French Assoc Med Informat,Int Med Informat Assoc,,,,,,,,"Gazarian, Priscilla/H-6445-2019","Gazarian, Priscilla/0000-0002-4928-293X",,,,,,,,,,,,,0926-9630,1879-8365,978-1-64368-003-3; 978-1-64368-002-6,,,,2019,264,,,,,,1194,1198,,10.3233/SHTI190415,http://dx.doi.org/10.3233/SHTI190415,,,,,,,,31438114,,,,,WOS:000569653400240,View Full Record in Web of Science
J,"Bates, DW; Landman, AB",,,,"Bates, David W.; Landman, Adam B.",,,Use of Medical Scribes to Reduce Documentation Burden Are They Where We Need to Go With Clinical Documentation?,JAMA INTERNAL MEDICINE,,,,,,,,,,,,,,,,,"Bates, David/AAE-7283-2019",,,,,,,,,,,,,,2168-6106,2168-6114,,,,NOV,2018,178,11,,,,,1472,1473,,10.1001/jamainternmed.2018.3945,http://dx.doi.org/10.1001/jamainternmed.2018.3945,,,,,,,,30242315,,,,,WOS:000449215200011,View Full Record in Web of Science
J,"Basch, P; Smith, JRL",,,,"Basch, Peter; Smith, Jeffery R. L.",,,"CMS Payment Policy, E&M Guideline Reform, and the Prospect of Electronic Health Record Optimization",APPLIED CLINICAL INFORMATICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869-0327,,,,,OCT,2018,9,4,,,,,914,918,,10.1055/s-0038-1676337,http://dx.doi.org/10.1055/s-0038-1676337,,,,,,,,30586672,,,,,WOS:000454333100001,View Full Record in Web of Science
J,"Vemulakonda, VM; Bush, RA; Kahn, MG",,,,"Vemulakonda, Vijaya M.; Bush, Ruth A.; Kahn, Michael G.",,,Minimally invasive research? Use of the electronic health record to facilitate research in pediatric urology,JOURNAL OF PEDIATRIC UROLOGY,,,,,,,,,,,,,,,,,,"Vemulakonda, Vijaya/0000-0002-1043-5951; Bush, Ruth/0000-0002-1610-132X",,,,,,,,,,,,,1477-5131,1873-4898,,,,OCT,2018,14,5,,,,,374,381,,10.1016/j.jpurol.2018.04.033,http://dx.doi.org/10.1016/j.jpurol.2018.04.033,,,,,,,,29929853,,,,,WOS:000451374800003,View Full Record in Web of Science
J,"Kroth, PJ; Morioka-Douglas, N; Veres, S; Pollock, K; Babbott, S; Poplau, S; Corrigan, K; Linzer, M",,,,"Kroth, Philip J.; Morioka-Douglas, Nancy; Veres, Sharry; Pollock, Katherine; Babbott, Stewart; Poplau, Sara; Corrigan, Katherine; Linzer, Mark",,,The electronic elephant in the room: Physicians and the electronic health record,JAMIA OPEN,,,,,,,,,,,,,,,,,,"Kroth, Philip/0000-0003-3748-5884",,,,,,,,,,,,,,2574-2531,,,,JUL,2018,1,1,,,,,49,56,,10.1093/jamiaopen/ooy016,http://dx.doi.org/10.1093/jamiaopen/ooy016,,,,,,,,31093606,,,,,WOS:000645416900010,View Full Record in Web of Science
J,"Rasche, P; Mertens, A; Miron-Shatz, T; Berzon, C; Schlick, CM; Jahn, M; Becker, S",,,,"Rasche, Peter; Mertens, Alexander; Miron-Shatz, Talya; Berzon, Corinne; Schlick, Christopher M.; Jahn, Michael; Becker, Stefan",,,Seamless recording of glucometer measurements among older experienced diabetic patients - A study of perception and usability,PLOS ONE,,,,,,,,,,,,,,,,,"Rasche, Peter/J-9388-2019","Rasche, Peter/0000-0001-7974-8668",,,,,,,,,,,,,1932-6203,,,,,MAY 25,2018,13,5,,,,,,,e0197455,10.1371/journal.pone.0197455,http://dx.doi.org/10.1371/journal.pone.0197455,,,,,,,,29799861,,,,,WOS:000433153400012,View Full Record in Web of Science
J,"Golob, JF; Como, JJ; Claridge, JA",,,,"Golob, Joseph F., Jr.; Como, John J.; Claridge, Jeffrey A.",,,Trauma Surgeons Save Lives-Scribes Save Trauma Surgeons!,AMERICAN SURGEON,,,,,,,,,,,,,,,,,"Golob, Joseph/ABD-4354-2021; Como, John/JFA-1922-2023; Como, John/ABA-8410-2020","Como, John/0000-0002-1116-8357",,,,,,,,,,,,,0003-1348,1555-9823,,,,JAN,2018,84,1,,,,,144,148,,,,,,,,,,,29428043,,,,,WOS:000425926200037,View Full Record in Web of Science
J,"Joukes, E; Abu-Hanna, A; Cornet, R; de Keizer, NF",,,,"Joukes, Erik; Abu-Hanna, Ameen; Cornet, Ronald; de Keizer, Nicolette F.",,,Time Spent on Dedicated Patient Care and Documentation Tasks Before and After the Introduction of a Structured and Standardized Electronic Health Record,APPLIED CLINICAL INFORMATICS,,,,,,,,,,,,,,,,,"Joukes, Erik/G-6056-2015; Cornet, Ronald/G-8375-2012","Joukes, Erik/0000-0002-6852-5749; Cornet, Ronald/0000-0002-1704-5980; Abu-Hanna, Ameen/0000-0003-4324-7954",,,,,,,,,,,,,1869-0327,,,,,JAN,2018,9,1,,,,,,,,10.1055/s-0037-1615747,http://dx.doi.org/10.1055/s-0037-1615747,,,,,,,,29342479,,,,,WOS:000428688800002,View Full Record in Web of Science
J,"Arndt, BG; Beasley, JW; Watkinson, MD; Temte, JL; Tuan, WJ; Sinsky, CA; Gilchrist, VJ",,,,"Arndt, Brian G.; Beasley, John W.; Watkinson, Michelle D.; Temte, Jonathan L.; Tuan, Wen-Jan; Sinsky, Christine A.; Gilchrist, Valerie J.",,,Tethered to the EHR: Primary Care Physician Workload Assessment Using EHR Event Log Data and TimeMotion Observations,ANNALS OF FAMILY MEDICINE,,,,,,,,,,,,,,,,,"Gilchrist, Valerie Jean/JDX-0157-2023","Tuan, Wen-Jan/0000-0003-3939-8979",,,,,,,,,,,,,1544-1709,1544-1717,,,,SEP-OCT,2017,15,5,,,,,419,426,,10.1370/afm.2121,http://dx.doi.org/10.1370/afm.2121,,,,,,,,28893811,,,,,WOS:000410065200005,View Full Record in Web of Science
J,"Hebal, F; Nanney, E; Stake, C; Miller, ML; Lales, G; Barsness, KA",,,,"Hebal, Ferdynand; Nanney, Elizabeth; Stake, Christine; Miller, M. L.; Lales, George; Barsness, Katherine A.",,,Automated data extraction: merging clinical care with real-time cohort-specific research and quality improvement data,JOURNAL OF PEDIATRIC SURGERY,,,,,47th Annual Meeting of the American-Pediatric-Surgical-Association,"MAY 15-17, 2016","San Diego, CA",Amer Pediat Surg Assoc,,,,,,,,,,,,,,,,,,,,,,,0022-3468,1531-5037,,,,JAN,2017,52,1,,,,,149,152,,10.1016/j.jpedsurg.2016.10.040,http://dx.doi.org/10.1016/j.jpedsurg.2016.10.040,,,,,,,,27865473,,,,,WOS:000392653400030,View Full Record in Web of Science
J,"Heaton, HA; Castaneda-Guarderas, A; Trotter, ER; Erwin, PJ; Bellolio, MF",,,,"Heaton, Heather A.; Castaneda-Guarderas, Ana; Trotter, Elliott R.; Erwin, Patricia J.; Bellolio, M. Fernanda",,,"Effect of scribes on patient throughput, revenue, and patient and provider satisfaction: a systematic review and meta-analysis",AMERICAN JOURNAL OF EMERGENCY MEDICINE,,,,,,,,,,,,,,,,,,"Bellolio, Fernanda/0000-0002-1632-4750",,,,,,,,,,,,,0735-6757,1532-8171,,,,OCT,2016,34,10,,,,,2018,2028,,10.1016/j.ajem.2016.07.056,http://dx.doi.org/10.1016/j.ajem.2016.07.056,,,,,,,,27534432,,,,,WOS:000389513800023,View Full Record in Web of Science
J,"Golob, JF; Como, JJ; Claridge, JA",,,,"Golob, Joseph F., Jr.; Como, John J.; Claridge, Jeffrey A.",,,The painful truth: The documentation burden of a trauma surgeon,JOURNAL OF TRAUMA AND ACUTE CARE SURGERY,,,,,,,,,,,,,,,,,"Golob, Joseph/ABD-4354-2021; Como, John/JFA-1922-2023; Como, John/ABA-8410-2020","Como, John/0000-0002-1116-8357",,,,,,,,,,,,,2163-0755,2163-0763,,,,MAY,2016,80,5,,,,,742,745,,10.1097/TA.0000000000000986,http://dx.doi.org/10.1097/TA.0000000000000986,,,,,,,,26886003,,,,,WOS:000376723100012,View Full Record in Web of Science
J,"Luchette, FA; Reed, RL; Hall, J; Guo, WA; Aboutanos, M; Golob, JF",,,,"Luchette, Frederick A.; Reed, R. Lawrence; Hall, John; Guo, Weidun Alan; Aboutanos, Michel; Golob, Joseph F., Jr.",,,The painful truth: The documentation burden of a trauma surgeon DISCUSSION,JOURNAL OF TRAUMA AND ACUTE CARE SURGERY,,,,,,,,,,,,,,,,,"Golob, Joseph/ABD-4354-2021; Reed, Robert/AAJ-2575-2020",,,,,,,,,,,,,,2163-0755,2163-0763,,,,MAY,2016,80,5,,,,,745,747,,,,,,,,,,,,,,,,WOS:000376723100013,View Full Record in Web of Science
J,"Cabilan, CJ; Eley, RM",,,,"Cabilan, Cara J.; Eley, Robert M.",,,Potential of medical scribes to allay the burden of documentation and enhance efficiency in Australian emergency departments,EMERGENCY MEDICINE AUSTRALASIA,,,,,,,,,,,,,,,,,"Cabilan, C.J./ABA-8691-2020; Eley, Rob/A-8121-2011","Cabilan, C.J./0000-0001-8465-8026; Eley, Rob/0000-0003-0856-4313",,,,,,,,,,,,,1742-6731,1742-6723,,,,DEC,2015,27,6,,,,,507,511,,10.1111/1742-6723.12460,http://dx.doi.org/10.1111/1742-6723.12460,,,,,,,,26268590,,,,,WOS:000368143600002,View Full Record in Web of Science
J,"Payne, TH; Corley, S; Cullen, TA; Gandhi, TK; Harrington, L; Kuperman, GJ; Mattison, JE; McCallie, DP; McDonald, CJ; Tang, PC; Tierney, WM; Weaver, C; Weir, CR; Zaroukian, MH",,,,"Payne, Thomas H.; Corley, Sarah; Cullen, Theresa A.; Gandhi, Tejal K.; Harrington, Linda; Kuperman, Gilad J.; Mattison, John E.; McCallie, David P.; McDonald, Clement J.; Tang, Paul C.; Tierney, William M.; Weaver, Charlotte; Weir, Charlene R.; Zaroukian, Michael H.",,,Report of the AMIA EHR-2020 Task Force on the status and future direction of EHRs,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,,,,,,,,,,,,,,,,,"Corley, Sarah T/HJP-1232-2023","Corley, Sarah/0009-0005-2098-5905; Kuperman, Gilad/0000-0002-4130-1577",,,,,,,,,,,,,1067-5027,1527-974X,,,,SEP,2015,22,5,,,,,1102,1110,,10.1093/jamia/ocv066,http://dx.doi.org/10.1093/jamia/ocv066,,,,,,,,26024883,,,,,WOS:000361282600021,View Full Record in Web of Science
J,"Kuhn, T; Basch, P; Barr, M; Yackel, T",,,,"Kuhn, Thomson; Basch, Peter; Barr, Michael; Yackel, Thomas",,Med Informatics Comm Amer Coll Phy,Clinical Documentation in the 21st Century: Executive Summary of a Policy Position Paper From the American College of Physicians,ANNALS OF INTERNAL MEDICINE,,,,,,,,,,,,,,,,,,"Cimino, James/0000-0003-4101-1622",,,,,,,,,,,,,0003-4819,1539-3704,,,,FEB 17,2015,162,4,,,,,301,303,,10.7326/M14-2128,http://dx.doi.org/10.7326/M14-2128,,,,,,,,25581028,,,,,WOS:000350232500020,View Full Record in Web of Science
J,"Yu, P; Zhang, YT; Gong, Y; Zhang, JJ",,,,"Yu, Ping; Zhang, Yiting; Gong, Yang; Zhang, Jiajie",,,Unintended adverse consequences of introducing electronic health records in residential aged care homes,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,,,,,,,,,,,,,,,,,"Yu, Ping/B-1205-2008","Yu, Ping/0000-0002-7910-9396",,,,,,,,,,,,,1386-5056,1872-8243,,,,SEP,2013,82,9,,,,,772,788,,10.1016/j.ijmedinf.2013.05.008,http://dx.doi.org/10.1016/j.ijmedinf.2013.05.008,,,,,,,,23770027,,,,,WOS:000323584700004,View Full Record in Web of Science
J,"Keenan, G; Yakel, E; Lopez, KD; Tschannen, D; Ford, YB",,,,"Keenan, Gail; Yakel, Elizabeth; Lopez, Karen Dunn; Tschannen, Dana; Ford, Yvonne B.",,,"Challenges to nurses' efforts of retrieving, documenting, and communicating patient care information",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,,,,,,,,,,,,,,,,,"Lopez, Karen Dunn/AAG-5813-2020","Tschannen, Dana/0000-0001-5553-2109",,,,,,,,,,,,,1067-5027,1527-974X,,,,MAR,2013,20,2,,,,,245,251,,10.1136/amiajnl-2012-000894,http://dx.doi.org/10.1136/amiajnl-2012-000894,,,,,,,,22822042,,,,,WOS:000314875100007,View Full Record in Web of Science
J,"CONGDON, JG; MAGILVY, JK",,,,"CONGDON, JG; MAGILVY, JK",,,THE CHANGING SPIRIT OF RURAL-COMMUNITY NURSING - DOCUMENTATION BURDEN,PUBLIC HEALTH NURSING,,,,,,,,,,,,,,,,,,"Magilvy, Joan K./0000-0001-5116-939X",,,,,,,,,,,,,0737-1209,1525-1446,,,,FEB,1995,12,1,,,,,18,24,,10.1111/j.1525-1446.1995.tb00118.x,http://dx.doi.org/10.1111/j.1525-1446.1995.tb00118.x,,,,,,,,7899219,,,,,WOS:A1995QH07600004,View Full Record in Web of Science
